Node,dA,dPC,dPCintra,dPCflux,dPCconnector,Component,BC
298,0.0123138,0.0029964,0.0000232,0.0029732,0,11,7.60E-05
299,0.0082005,0.0052801,0.0000103,0.0044791,0.0007907,11,3.45E-05
300,0.5302609,0.2655727,0.0429954,0.1997581,0.0228193,11,0.0001335
301,0.4994632,0.2767492,0.038146,0.2039358,0.0346673,11,0.0025864
302,0.0019136,0.000935,0.0000006,0.0008802,0.0000542,11,2.97E-05
303,0.0029768,0.0018882,0.0000014,0.0009663,0.0009205,11,1.76E-05
304,0.2468895,0.0937508,0.0093207,0.0637431,0.020687,11,0.002292
305,0.0442875,0.0289389,0.0002999,0.0136981,0.0149409,11,0.0004412
306,0.046239,0.0234372,0.0003269,0.022089,0.0010212,11,0.0001497
307,0.010876,0.0057777,0.0000181,0.0052892,0.0004703,11,6.54E-05
308,0.0690193,0.024078,0.0007284,0.0233495,0,11,1.31E-05
309,0.0022391,0.0008225,0.0000008,0.0008218,0,11,2.75E-05
310,0.0388528,0.0176885,0.0002308,0.0174544,0.0000033,11,6.16E-05
311,0.0062407,0.0022363,0.000006,0.0022279,0.0000024,11,5.40E-06
312,0.0387637,0.0109136,0.0002298,0.0106838,0,11,0.0009104
313,0.0385719,0.0089397,0.0002275,0.0087122,0,11,3.48E-05
314,0.0015477,0.0002043,0.0000004,0.0002036,0.0000002,12,5.00E-07
315,0.0231247,0.0037841,0.0000818,0.0029592,0.0007431,12,6.50E-06
316,0.0114927,0.0025419,0.0000202,0.0025217,0,12,1.51E-05
317,0.0170664,0.0021878,0.0000445,0.0019711,0.0001721,12,4.30E-06
318,0.1170716,0.0279514,0.0020958,0.0238868,0.0019688,12,1.51E-05
319,0.0216515,0.0020222,0.0000717,0.0019505,0,12,3.80E-06
320,0.0407264,0.0046515,0.0002536,0.0043979,0,12,1.51E-05
321,0.0104411,0.0026159,0.0000167,0.0025993,0,12,2.63E-05
322,0.021109,0.0145611,0.0000681,0.0081041,0.0063889,12,2.18E-05
323,0.0083814,0.0026138,0.0000107,0.0026031,0,12,1.90E-06
324,0.0073826,0.011866,0.0000083,0.0030618,0.0087958,12,2.72E-05
325,0.4605714,0.2142284,0.0324367,0.1612784,0.0205134,12,0.0003201
326,0.2375784,0.1143463,0.0086309,0.0985475,0.0071679,12,0.0001484
327,0.0190785,0.0495585,0.0000557,0.0095345,0.0399683,12,6.24E-05
328,0.0308415,0.0171652,0.0001454,0.0170198,0,12,4.79E-05
329,0.2769149,0.2608416,0.0117256,0.1308228,0.1182932,12,9.41E-05
330,0.0455597,0.0261121,0.0003174,0.0252817,0.000513,12,4.79E-05
331,0.0270443,0.0260217,0.0001118,0.015344,0.0105658,12,4.79E-05
332,0.1049296,0.1185189,0.0016836,0.0572647,0.0595706,12,4.79E-05
333,0.2040361,0.2743035,0.0063658,0.1057015,0.1622361,12,0.0001491
334,0.4146606,0.3735441,0.0262923,0.1902402,0.1570116,12,0.0004085
335,0.0264261,0.1014497,0.0001068,0.0150967,0.0862462,12,5.14E-05
